,movie_code,duration,facenumber_in_poster,country,budget,gross,num_voted_users,num_user_for_reviews,num_critic_for_reviews,movie_facebook_likes,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,imdb_score,imdb_score_class
4811,4812,100.0,8.0,USA,379000.0,2808000.0,4546,71.0,36.0,167,4.0,77.0,28.0,4.0,109,6.3,Good
4519,4520,73.0,1.0,Canada,1600000.0,39659.0,1555,32.0,58.0,131,126.0,14.0,4.0,3.0,21,7.0,Good
4547,4548,96.0,0.0,USA,,23808111.0,67654,504.0,372.0,0,49.0,861.0,68.0,,929,7.5,Good
4694,4695,108.0,0.0,Australia,30000000.0,32048809.0,94463,576.0,228.0,0,174.0,730.0,716.0,324.0,2160,5.3,Fair
4353,4354,86.0,5.0,New Zealand,,,333,6.0,,213,0.0,42.0,40.0,3.0,90,6.3,Good
1625,1626,98.0,1.0,USA,37000000.0,56044241.0,122187,339.0,119.0,0,56.0,3000.0,2000.0,533.0,6742,6.1,Good
1496,1497,101.0,0.0,USA,35000000.0,6448817.0,2189,31.0,24.0,0,31.0,690.0,457.0,448.0,1993,4.6,Fair
1980,1981,112.0,2.0,USA,25000000.0,10911750.0,17757,99.0,143.0,982,108.0,23000.0,17000.0,2000.0,43560,6.5,Good
511,512,124.0,0.0,Germany,78000000.0,92930005.0,204063,764.0,210.0,0,420.0,22000.0,12000.0,876.0,35867,7.2,Good
908,909,172.0,1.0,USA,55000000.0,22843047.0,6082,207.0,78.0,853,438.0,852.0,637.0,466.0,2397,5.9,Fair
3966,3967,141.0,2.0,USA,100000000.0,,67,1.0,1.0,0,335.0,11000.0,744.0,635.0,13391,6.0,Fair
184,185,117.0,6.0,USA,130000000.0,180191634.0,313866,549.0,517.0,61000,235.0,2000.0,2000.0,680.0,5730,7.4,Good
4216,4217,101.0,0.0,UK,2500000.0,,2753,82.0,20.0,0,15.0,844.0,722.0,663.0,3132,3.1,Bad
261,262,103.0,3.0,USA,110000000.0,142614158.0,66593,153.0,172.0,31000,67.0,383.0,113.0,111.0,692,5.5,Fair
2766,2767,101.0,0.0,USA,15000000.0,,1554,20.0,22.0,0,34.0,892.0,355.0,277.0,2055,5.7,Fair
5003,5004,78.0,0.0,USA,30000.0,243768.0,143,9.0,3.0,13,6.0,32.0,17.0,17.0,72,4.1,Fair
4521,4522,110.0,1.0,Canada,1100000.0,56129.0,6555,82.0,97.0,0,22.0,434.0,95.0,48.0,645,6.1,Good
695,696,94.0,1.0,Hong Kong,65000000.0,19548064.0,25681,77.0,138.0,0,42.0,12000.0,9000.0,668.0,23365,6.3,Good
1068,1069,116.0,1.0,USA,46000000.0,58918501.0,40126,107.0,65.0,975,380.0,18000.0,13000.0,826.0,33233,6.6,Good
1265,1266,102.0,1.0,USA,40000000.0,32853640.0,50199,101.0,146.0,702,65.0,1000.0,613.0,490.0,3239,5.7,Fair
1239,1240,96.0,1.0,USA,40000000.0,47781388.0,147504,531.0,195.0,0,192.0,40000.0,534.0,501.0,41293,6.6,Good
1231,1232,113.0,3.0,UK,30000000.0,61094903.0,210542,332.0,349.0,29000,174.0,14000.0,903.0,767.0,17152,6.9,Good
384,385,132.0,0.0,USA,100000000.0,58220776.0,87785,362.0,93.0,0,0.0,49000.0,1000.0,957.0,55254,6.8,Good
2773,2774,123.0,2.0,UK,14000000.0,46800000.0,76477,275.0,112.0,0,43.0,456.0,244.0,238.0,1326,7.1,Good
758,759,92.0,1.0,USA,60000000.0,50024083.0,35918,126.0,47.0,1000,14.0,789.0,520.0,488.0,2318,5.4,Fair
4246,4247,115.0,0.0,UK,2000000.0,24800000.0,89403,358.0,167.0,0,92.0,559.0,201.0,177.0,1456,7.5,Good
906,907,118.0,0.0,USA,50000000.0,73343413.0,217480,429.0,216.0,21000,473.0,18000.0,1000.0,963.0,22517,7.4,Good
1742,1743,147.0,0.0,UK,29000000.0,5899797.0,9913,51.0,17.0,0,0.0,18000.0,427.0,400.0,18855,7.5,Good
1336,1337,113.0,1.0,USA,40000000.0,29802761.0,46480,115.0,211.0,12000,88.0,22000.0,13000.0,785.0,36009,6.4,Good
3230,3231,128.0,0.0,USA,,82739.0,465,3.0,20.0,503,11.0,665.0,664.0,553.0,4579,6.7,Good
4973,4974,86.0,1.0,USA,,33598.0,405,15.0,5.0,97,12.0,238.0,166.0,117.0,623,5.4,Fair
1127,1128,160.0,0.0,USA,45000000.0,7916887.0,15697,182.0,158.0,0,0.0,23000.0,1000.0,826.0,26982,6.0,Fair
3895,3896,108.0,0.0,USA,4000000.0,,39857,300.0,203.0,0,228.0,431.0,426.0,358.0,2020,7.3,Good
3711,3712,101.0,0.0,USA,5000000.0,32453345.0,31791,155.0,220.0,10000,52.0,510.0,358.0,332.0,2161,5.0,Fair
767,768,115.0,2.0,USA,45000000.0,48472213.0,51252,156.0,111.0,621,11.0,1000.0,759.0,642.0,4305,5.0,Fair
3186,3187,106.0,0.0,USA,10000000.0,5348317.0,20810,100.0,139.0,0,102.0,14000.0,3000.0,970.0,18712,7.1,Good
3886,3887,96.0,5.0,USA,114000.0,,87978,580.0,284.0,0,0.0,125.0,108.0,56.0,403,8.0,Good
3589,3590,106.0,4.0,USA,6000000.0,27457409.0,3198,43.0,52.0,478,10.0,3000.0,685.0,578.0,6419,6.3,Good
1255,1256,111.0,0.0,USA,40000000.0,38176892.0,104119,518.0,420.0,26000,0.0,2000.0,741.0,687.0,4486,6.2,Good
1771,1772,117.0,1.0,UK,30000000.0,48043505.0,435864,801.0,447.0,36000,905.0,553.0,488.0,385.0,2357,7.7,Good
963,964,101.0,1.0,USA,50000000.0,66002004.0,36431,168.0,117.0,1000,23.0,660.0,651.0,541.0,2177,4.7,Fair
3038,3039,97.0,3.0,USA,10500000.0,38201895.0,149222,749.0,101.0,0,16.0,4000.0,656.0,637.0,6223,6.9,Good
1372,1373,123.0,0.0,UK,38000000.0,26903709.0,312629,475.0,393.0,83000,2000.0,26000.0,10000.0,471.0,37206,8.1,Excellent
109,110,113.0,4.0,USA,155000000.0,104383624.0,106446,227.0,228.0,11000,150.0,531.0,82.0,59.0,764,6.3,Good
1177,1178,101.0,0.0,France,,,590,5.0,9.0,161,326.0,326.0,152.0,6.0,488,4.9,Fair
2451,2452,114.0,4.0,UK,18000000.0,5694401.0,194489,192.0,209.0,12000,0.0,27000.0,18000.0,1000.0,46944,7.3,Good
2642,2643,120.0,2.0,USA,15000000.0,33771174.0,27044,240.0,78.0,0,18.0,20000.0,1000.0,944.0,22383,6.8,Good
4943,4944,85.0,0.0,USA,,405614.0,15775,69.0,136.0,0,129.0,120.0,119.0,100.0,511,6.7,Good
2294,2295,88.0,3.0,Germany,20000000.0,9109322.0,25371,129.0,32.0,0,84.0,650.0,384.0,177.0,1343,1.9,Bad
4001,4002,94.0,1.0,USA,,,4790,52.0,33.0,804,47.0,430.0,209.0,108.0,836,4.8,Fair
2774,2775,60.0,0.0,USA,,,5563,57.0,17.0,373,,155.0,130.0,84.0,552,6.6,Good
4420,4421,107.0,0.0,USA,,402820.0,10896,57.0,88.0,415,234.0,947.0,530.0,442.0,2747,6.9,Good
2561,2562,100.0,9.0,USA,20000000.0,55461307.0,4654,46.0,81.0,18000,24.0,15000.0,1000.0,851.0,18786,6.7,Good
714,715,149.0,0.0,USA,61000000.0,167735396.0,569841,1127.0,568.0,146000,21000.0,835.0,812.0,625.0,4348,8.1,Excellent
71,72,112.0,2.0,USA,145000000.0,102176165.0,117927,501.0,264.0,0,357.0,5000.0,3000.0,595.0,9131,5.2,Fair
4116,4117,93.0,3.0,USA,3000000.0,200803.0,7988,71.0,82.0,0,78.0,536.0,317.0,197.0,1467,5.3,Fair
4647,4648,88.0,1.0,USA,850000.0,442638.0,5489,23.0,73.0,337,0.0,465.0,140.0,102.0,897,7.3,Good
1583,1584,105.0,4.0,USA,30250000.0,72077000.0,62986,150.0,96.0,0,188.0,848.0,808.0,482.0,3439,6.9,Good
2953,2954,118.0,1.0,USA,9000000.0,18761993.0,19007,219.0,125.0,549,57.0,975.0,931.0,805.0,2944,6.9,Good
4332,4333,106.0,2.0,USA,2000000.0,2436.0,344,19.0,94.0,655,5.0,416.0,403.0,356.0,1611,5.7,Fair
4493,4494,85.0,1.0,USA,1200000.0,2199853.0,19986,186.0,99.0,0,91.0,1000.0,1000.0,849.0,4289,6.6,Good
4029,4030,99.0,2.0,UK,2200000.0,104257.0,19194,160.0,47.0,0,8.0,798.0,472.0,78.0,1430,7.1,Good
1781,1782,81.0,0.0,France,160000000.0,10762178.0,10369,153.0,100.0,1000,63.0,63.0,3.0,,66,8.0,Good
2494,2495,123.0,5.0,USA,17000000.0,70492685.0,11600,64.0,56.0,7000,92.0,1000.0,886.0,849.0,5306,6.7,Good
1639,1640,125.0,2.0,USA,30000000.0,45645204.0,39306,119.0,63.0,0,0.0,939.0,255.0,237.0,1748,6.6,Good
1883,1884,119.0,1.0,USA,25000000.0,76270454.0,219008,418.0,123.0,0,0.0,22000.0,371.0,188.0,22767,7.9,Good
1882,1883,88.0,0.0,USA,25000000.0,78656813.0,42765,93.0,68.0,0,34.0,642.0,533.0,445.0,2501,6.0,Fair
398,399,124.0,1.0,USA,85000000.0,172620724.0,146134,393.0,142.0,0,249.0,11000.0,10000.0,936.0,23603,6.4,Good
4911,4912,126.0,0.0,Denmark,,,9903,49.0,54.0,863,147.0,0.0,0.0,0.0,0,8.1,Excellent
2513,2514,154.0,3.0,USA,9000000.0,,4550,50.0,15.0,419,117.0,715.0,490.0,86.0,1567,6.8,Good
4896,4897,99.0,1.0,Italy,200000.0,3500000.0,147566,235.0,122.0,0,0.0,16000.0,360.0,93.0,16534,8.0,Good
1685,1686,105.0,1.0,USA,25000000.0,17100000.0,7073,29.0,36.0,204,114.0,4000.0,561.0,537.0,6152,5.3,Fair
174,175,100.0,0.0,Australia,135000000.0,63992328.0,32399,79.0,156.0,0,750.0,49000.0,11000.0,988.0,62644,5.9,Fair
792,793,130.0,0.0,UK,60000000.0,26616590.0,120416,857.0,172.0,10000,545.0,722.0,585.0,552.0,2525,6.7,Good
2033,2034,127.0,0.0,USA,24000000.0,28871190.0,125421,385.0,133.0,0,446.0,11000.0,1000.0,898.0,13433,7.3,Good
3848,3849,102.0,0.0,USA,4500000.0,3609278.0,573541,1916.0,234.0,38000,0.0,1000.0,1000.0,167.0,2235,8.4,Excellent
3368,3369,90.0,1.0,USA,8000000.0,25926543.0,26609,148.0,135.0,0,5.0,449.0,332.0,297.0,1534,5.2,Fair
2575,2576,112.0,0.0,USA,15000000.0,4734235.0,8217,123.0,65.0,573,28.0,555.0,403.0,215.0,1227,6.0,Fair
1348,1349,115.0,1.0,USA,38000000.0,39177215.0,30667,234.0,98.0,0,150.0,970.0,919.0,789.0,3770,5.6,Fair
3949,3950,98.0,1.0,USA,650000.0,18469.0,34263,141.0,215.0,0,53.0,530.0,238.0,65.0,1038,6.5,Good
3029,3030,92.0,0.0,USA,,72755517.0,56595,196.0,104.0,641,79.0,608.0,362.0,218.0,1853,7.1,Good
4818,4819,43.0,6.0,USA,,,72017,323.0,23.0,17000,,2000.0,821.0,576.0,5052,6.7,Good
2574,2575,108.0,7.0,USA,16000000.0,,5237,90.0,42.0,392,38.0,940.0,416.0,316.0,1945,4.9,Fair
3614,3615,104.0,6.0,USA,6000000.0,6670712.0,27301,101.0,149.0,0,20.0,3000.0,591.0,130.0,3825,7.4,Good
1335,1336,125.0,1.0,UK,39000000.0,60000000.0,49934,224.0,95.0,0,44.0,593.0,542.0,420.0,2329,4.9,Fair
4014,4015,45.0,3.0,UK,,,653,4.0,1.0,405,,773.0,133.0,119.0,1393,7.3,Good
2217,2218,113.0,3.0,USA,20000000.0,31146570.0,55441,165.0,258.0,0,108.0,1000.0,100.0,22.0,1136,6.9,Good
731,732,125.0,1.0,USA,60000000.0,75764085.0,85844,322.0,121.0,0,420.0,12000.0,3000.0,627.0,16646,6.7,Good
1985,1986,110.0,1.0,USA,25000000.0,10324441.0,27117,140.0,190.0,7000,37.0,10000.0,826.0,268.0,11431,5.8,Fair
1425,1426,109.0,2.0,USA,35000000.0,55802754.0,270228,194.0,238.0,41000,87.0,15000.0,3000.0,923.0,20956,6.6,Good
4665,4666,83.0,0.0,Argentina,800000.0,,772,11.0,25.0,83,0.0,24.0,5.0,0.0,29,7.2,Good
4363,4364,109.0,0.0,USA,,841206.0,2603,34.0,68.0,952,0.0,553.0,471.0,186.0,1439,6.3,Good
1787,1788,107.0,2.0,USA,28000000.0,6998324.0,11476,50.0,125.0,0,234.0,1000.0,962.0,660.0,3944,6.1,Good
3337,3338,122.0,1.0,USA,,13569248.0,16530,117.0,167.0,0,300.0,579.0,405.0,341.0,1637,7.6,Good
500,501,106.0,0.0,USA,90000000.0,27356090.0,58752,117.0,202.0,21000,42.0,14000.0,788.0,612.0,16922,6.0,Fair
